THOOMPUMKAL TRADERS
PUTHENCAVU P O             CHENGANNUR 689123 ALAPPUZHA DIST.
Items
Manufacturer:,All Manufacturer
Division:,All Divisions
Item Code,Item Name,Description,Category,Forum Code,HSN Code,Preferred Vendor,Manufacturer,Division,UOM,Reporting UOM,Reporting Unit,Conversion Factor,Conversion Unit,Purchased At,PFM,PTS,PTR,ECP,Special Price,Purchase Price,MRP Per Pack,Sale Tax,Case UOM,Case Conversion,User Defined Code,StockNorm,MOQ,Track Batches,Tax Suffered,Active
1000,NAVYCUT FT 10PP_1000,NAVYCUT FT 10PP_1000,NC10,1000,2402 20 50,,ITD,CG,M_S,M_S,1.00,KG,1.52,Price to Stockist,4525.68,4503.50,4725.35,9400.00,4525.68,4503.50,110.00,INTRA 28% INTER 28% CESS 5% ADDL CESS 3668 INR ID 74,,0.00,,0.00,0.00,Yes,INTRA 28% INTER 28% CESS 5% ADDL CESS 3668 INR ID 74,No
1000,NAVYCUT FT 10PP_1000,NAVYCUT FT 10PP_1000,NC10,1000,2402 20 50,GrandTotal:,,,,,1.00,,1.52,,4525.68,4503.50,4725.35,9400.00,4525.68,4503.50,110.00,,,0.00,,0.00,0.00
1003,Gold Flake FT Mint Switch 10BE_1003,Gold Flake FT Mint Switch 10BE_1003,GFTMINTSWITCH10,1003,2402 20 40,,ITD,CG,M_S,M_S,1.00,KG,1.35,Price to Stockist,4552.12,4552.12,4733.58,10000.00,4552.12,4552.12,100.00,INTRA 28% INTER 28% CESS 5% ADDL CESS 2747 INR ID 73,,0.00,,0.00,0.00,Yes,INTRA 28% INTER 28% CESS 5% ADDL CESS 2747 INR ID 73,No
1003,Gold Flake FT Mint Switch 10BE_1003,Gold Flake FT Mint Switch 10BE_1003,GFTMINTSWITCH10,1003,2402 20 40,GrandTotal:,,,,,1.00,,1.35,,4552.12,4552.12,4733.58,10000.00,4552.12,4552.12,100.00,,,0.00,,0.00,0.00
1017,NAVYCUT Filter 10HL BE_1017,NAVYCUT Filter 10HL BE_1017,NAVYCUT FT 10BE,1017,2402 20 40,,ITD,CG,M_S,M_S,1.00,KG,1.35,Price to Stockist,2581.51,2581.51,2709.02,4800.00,2581.51,2581.51,69.00,INTRA 28% INTER 28% CESS 5% ADDL CESS 2747 INR ID 73,,0.00,,0.00,0.00,Yes,INTRA 28% INTER 28% CESS 5% ADDL CESS 2747 INR ID 73,No
1017,NAVYCUT Filter 10HL BE_1017,NAVYCUT Filter 10HL BE_1017,NAVYCUT FT 10BE,1017,2402 20 40,GrandTotal:,,,,,1.00,,1.35,,2581.51,2581.51,2709.02,4800.00,2581.51,2581.51,69.00,,,0.00,,0.00,0.00
102,Players Gold Leaf FT 10BE_102,Players Gold Leaf FT 10BE_102,PLGLFT10,102,2402 20 40,,ITD,CG,M_S,M_S,1.00,KG,1.35,Price to Stockist,1996.07,1987.09,2107.51,5000.00,1996.07,1987.09,60.00,INTRA 28% INTER 28% CESS 5% ADDL CESS 2747 INR ID 73,,0.00,,0.00,0.00,Yes,INTRA 28% INTER 28% CESS 5% ADDL CESS 2747 INR ID 73,No
102,Players Gold Leaf FT 10BE_102,Players Gold Leaf FT 10BE_102,PLGLFT10,102,2402 20 40,GrandTotal:,,,,,1.00,,1.35,,1996.07,1987.09,2107.51,5000.00,1996.07,1987.09,60.00,,,0.00,,0.00,0.00
1034,Players Fruity Cool FT 10BE_1034,Players Fruity Cool FT 10BE_1034,PLFRUITYCOOLFT10,1034,2402 20 40,,ITD,CG,M_S,M_S,1.00,KG,1.35,Price to Stockist,1980.89,1978.71,2091.79,5000.00,1980.89,1978.71,60.00,INTRA 28% INTER 28% CESS 5% ADDL CESS 2747 INR ID 73,,0.00,,0.00,0.00,Yes,INTRA 28% INTER 28% CESS 5% ADDL CESS 2747 INR ID 73,No
1034,Players Fruity Cool FT 10BE_1034,Players Fruity Cool FT 10BE_1034,PLFRUITYCOOLFT10,1034,2402 20 40,GrandTotal:,,,,,1.00,,1.35,,1980.89,1978.71,2091.79,5000.00,1980.89,1978.71,60.00,,,0.00,,0.00,0.00
1097,NAVY CUT 10HL 12M_1097,NAVY CUT 10HL 12M_1097,NCRSFT10,1097,2402 20 40,,ITD,CG,M_S,M_S,1.00,KG,1.38,Price to Stockist,1948.12,1948.12,1997.49,2130.97,0.00,1948.12,25.00,,,0.00,,0.00,0.00,Yes,,No
1097,NAVY CUT 10HL 12M_1097,NAVY CUT 10HL 12M_1097,NCRSFT10,1097,2402 20 40,GrandTotal:,,,,,1.00,,1.38,,1948.12,1948.12,1997.49,2130.97,0.00,1948.12,25.00,,,0.00,,0.00,0.00
